Pais,Ano,ENTR,TUTT,EMPE,Flag_Outlier_Prod,PROD,TAMANHO_MEDIO
GRC,2018,10274.0,2215.5,24313.0,0,0.09112408999300786,2.3664590227759392
GRC,2019,10589.0,2393.69995117188,26084.0,0,0.09176889860343046,2.463310983095665
GRC,2020,11417.0,2518.1998901367188,28293.0,0,0.08900434348201741,2.4781466234562495
GRC,2021,13617.0,2980.409973144536,32242.0,0,0.0924387436618242,2.367775574649335
GRC,2022,16072.0,4016.65991210938,42183.0,0,0.09521987322166228,2.6246266799402687
HRV,2010,3472.0,687.900024414063,9906.0,0,0.06944276442702028,2.853110599078341
HRV,2011,3539.0,858.3000259399419,12524.0,0,0.06853241982912343,3.5388527832721106
HRV,2012,3636.0,838.9999771118169,13065.0,0,0.06421737291326574,3.5932343234323434
HRV,2013,3894.0,916.0000152587888,14373.0,0,0.06373060705898483,3.6910631741140216
HRV,2014,4073.0,850.199989318848,15333.0,0,0.055449030804072784,3.76454701694083
HRV,2015,4328.0,969.1999740600589,16282.0,0,0.05952585518118529,3.762014787430684
HRV,2016,4562.0,1071.89998626709,17205.0,0,0.06230165569701192,3.7713722051731695
HRV,2017,4844.0,1331.100006103516,19554.0,0,0.0680730288484973,4.036746490503716
HRV,2018,5310.0,1591.799972534182,21783.0,0,0.0730753327151532,4.1022598870056495
HRV,2019,8365.0,1909.499954223638,24461.0,0,0.07806303725210081,2.924208009563658
HRV,2020,8917.0,2015.299957275396,26361.0,0,0.07645005717823285,2.9562633172591677
HRV,2021,10033.0,2636.169891357427,32935.0,0,0.08004159378647113,3.2826671982457887
HRV,2022,10970.0,3111.100006103516,37200.0,0,0.08363172059418054,3.391066545123063
HUN,2010,24338.0,974951.3125,43894.0,1,22.21149388299084,1.8035171337003861
HUN,2011,24632.0,1048559.40625,45396.0,1,23.098057235218963,1.842968496265021
HUN,2012,24081.0,1114422.421875,50256.0,1,22.174912883536294,2.0869565217391304
HUN,2013,22909.0,1201314.15625,51941.0,1,23.12843719316147,2.2672748701383734
HUN,2014,25437.0,1295408.953125,56724.0,1,22.837052272847473,2.229979950465857
HUN,2015,27176.0,1461557.0,59849.0,1,24.42074220120637,2.202274065351781
HUN,2016,28603.0,1527582.140625,63445.0,1,24.077265988257547,2.218123973009824
HUN,2017,30679.0,1827560.28125,67267.0,1,27.16874962834674,2.1926073209687407
HUN,2018,33721.0,2002087.15625,67666.0,1,29.587786425235716,2.0066427448770794
HUN,2019,37360.0,2234973.5625,69544.0,1,32.13754691274589,1.861456102783726
HUN,2020,39063.0,2504693.5,72236.0,1,34.6737568525389,1.8492179300104958
HUN,2021,43709.0,2848129.5,78739.0,1,36.171776375112714,1.8014367750348899
HUN,2022,44639.0,3284918.65625,83048.0,1,39.554458340357385,1.86043594166536
IRL,2010,7654.0,30585.099609375,29705.0,0,0.9703383400311395,3.8988056175351096
IRL,2011,7619.0,28823.900390625,29705.0,0,0.9703383400311395,3.8988056175351096
IRL,2012,8609.0,47855.798828125,36893.0,0,1.2971511893346976,4.285399001045418
IRL,2013,8965.0,52785.998046875,40993.0,0,1.2876832153507916,4.572559955382041
IRL,2014,9131.0,57681.298828125,46179.0,0,1.2490807256139154,5.0573869236666305
IRL,2015,9074.0,51484.5,44388.0,0,1.159874290348743,4.891778708397619
IRL,2016,9253.0,45969.8984375,50191.0,0,0.9158992336773525,5.424294823300551
IRL,2017,9986.0,48145.80078125,55100.0,0,0.8737894878629764,5.517724814740637
IRL,2018,10104.0,56837.19921875,59639.0,0,0.9530206612912692,5.902513855898654
IRL,2019,10443.0,74745.6015625,66160.0,0,1.129770277546856,6.335344249736666
IRL,2020,10927.0,83011.8984375,70143.0,0,1.1834666101749283,6.419236752997163
IRL,2021,12623.0,108681.046875,89270.0,0,1.2174419947910833,7.072011407747762
IRL,2022,13062.0,122430.703125,101118.0,0,1.210770615765739,7.741387230133211
ISL,2015,998.0,81181.869140625,4086.0,1,19.868298859673274,4.094188376753507
ISL,2016,1114.0,93940.4853515625,4453.0,1,21.095999405246463,3.997307001795332
ISL,2017,1148.0,100578.576171875,4460.0,1,22.55125026275224,3.8850174216027873
ISL,2018,1157.0,117236.763671875,4379.0,1,26.77249684217287,3.7847882454624027
